country,name_short,partyfacts_id,name_english_x,page_id,handle,country_left,year_first,year_last,share,share_year,see_comments,data_collected,active_2010_or_after,facebook_handle_found,twitter_handle_TF,twitter_handle,D_comments,J_comments,T_comments
LVA,P,6357,The Progressive,2831681,PROGRESIVIE,Latvia,2017,9999,2.6,2018,,TRUE,TRUE,TRUE,TRUE,Progresivie,,,
LVA,V,852,Unity,2831358,JaunaVienotiba.lv,Latvia,2010,9999,31.9,2010,,TRUE,TRUE,TRUE,TRUE,Jauna_Vienotiba,,,
LVA,KPVLV,6356,Who owns the state?,2831607,KamPiederValsts,Latvia,2016,9999,14.3,2018,,TRUE,TRUE,TRUE,TRUE,KamPiederValsts,,,
LTU,LLRA,556,Election Action of Lithuania's Poles,12065174,trakulenkai,Lithuania,1992,9999,5.8,2012,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,TS-LKD,193,Homeland Union / Homeland Union ‚Äì Lithuanian Christian Democrats,6503717,tslkd,Lithuania,1993,9999,31.3,1996,,TRUE,TRUE,TRUE,TRUE,tslkd,,,
LTU,DP,102,Labour Party,426081,darbopartija,Lithuania,2003,9999,28.4,2004,,TRUE,TRUE,TRUE,TRUE,darbopartija,,,
LTU,LCP,5455,Lithuanian Centre Party,8309858,centristai,Lithuania,2003,9999,6.3,2016,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,LV≈ΩS / LVLS,1490,Lithuanian Farmers and Greens Union / Lithuanian Peasant Popular Union,7530926,gandrai,Lithuania,2001,9999,22.5,2016,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,LZP,1407,Lithuanian Green Party,7050021,Lietuvoszaliujupartija,Lithuania,2011,9999,2,2016,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,LTS,377,Lithuanian National Union,1.08E+14,tautininkai ,Lithuania,1924,9999,2,1992,,TRUE,TRUE,TRUE,,,,,
LTU,LSDP,64,Lithuanian Social Democratic Party,7530821,socdemai,Lithuania,1896,9999,20.6,2004,,TRUE,TRUE,TRUE,FALSE,,,,
LTU,TT-LDP,237,Order and Justice ‚Äì Liberal Democratic Party,6314407,tvarka.lt,Lithuania,2002,9999,12.7,2008,,TRUE,TRUE,TRUE,FALSE,,,,
LUX,ADR,1114,Alternative Democratic Reform Party,519718,AlternativDemokrateschReformpartei,Luxembourg,1987,9999,10.4,1999,,TRUE,TRUE,TRUE,TRUE,adr_lu,,,
LUX,LSAP,186,Luxembourg Socialist Workers' Party,2824879,lsap.lu,Luxembourg,1902,9999,41.5,1948,,TRUE,TRUE,TRUE,TRUE,lsap_lu,,,
LUX,Pi,2065,Pirate Party Luxembourg,2824896,Piratepartei,Luxembourg,2009,9999,2.9,2013,,TRUE,TRUE,TRUE,TRUE,Piratepartei,,,
LUX,Greng/GAP,1138,The Greens,2824880,deigreng,Luxembourg,1979,9999,11.7,2009,,TRUE,TRUE,TRUE,TRUE,deigreng,,,
LUX,DL,271,The Left,2824883,lenk.lu,Luxembourg,1999,9999,4.9,2013,,TRUE,TRUE,TRUE,TRUE,dei_lenk,,,
MLT,AD,62,Democratic Alternative,3196730,alternattiva,Malta,1992,9999,1.8,2013,x,TRUE,TRUE,TRUE,TRUE,adpd_mt,,This party merged with the Democratic party (below) in Oct 2020. The two party's new twitter is now listed here (old twitter deleted). The demokratic party's old twitter is still there. Both FB pages have been deleted and the new one is now @adpdmt,
MLT,PD,7354,Democratic Party,2.48E+14,PartitDemokratiku ,Malta,2016,9999,2,2019,,TRUE,TRUE,TRUE,TRUE,Demokratiku,,,
MLT,MLP,808,Malta Labour Party,1041925,partitlaburista,Malta,1945,9999,59.9,1947,,TRUE,TRUE,TRUE,TRUE,PL_Malta,,,
MLT,PN,699,Nationalist Party,499156,partitnazzjonalista,Malta,1926,9999,51.8,1998,,TRUE,TRUE,TRUE,TRUE,PNmalta,,,
NLD,CU,1459,ChristianUnion,1552681,ChristenUnie,Netherlands,2000,9999,4,2006,,TRUE,TRUE,TRUE,TRUE,christenunie,,,
NLD,FvD,5855,Forum for Democracy,1629327,forumvoordemocratie,Netherlands,2017,9999,1.8,2017,,TRUE,TRUE,TRUE,TRUE,fvdemocratie,,,
NLD,GL,1537,GreenLeft,672212,groenlinks,Netherlands,1989,9999,7.3,1998,,TRUE,TRUE,TRUE,TRUE,groenlinks,,,
NLD,PvdA,1234,Labour,688950,PartijvandeArbeid,Netherlands,1946,9999,33.8,1977,,TRUE,TRUE,TRUE,TRUE,PvdA,,,
NLD,PvdD,1467,Party for the Animals,891796,PartijvoordeDieren,Netherlands,2002,9999,1.9,2012,,TRUE,TRUE,TRUE,TRUE,PartijvdDieren,,,
NLD,SGP,1178,Reformed Political Party,12065160,sgpscherpenzeel,Netherlands,1918,9999,2.5,1933,,TRUE,TRUE,TRUE,TRUE,SGPScherpenzeel,,,
NLD,DENK,5856,Think,1553926,DenkNL,Netherlands,2017,9999,2.1,2017,,TRUE,TRUE,TRUE,TRUE,DenkNL,,,
NIR,APNI,3257,Alliance Party of Northern Ireland,348423,alliancepartyni,Northern Ireland,1970,9999,9.8,1975,,TRUE,TRUE,TRUE,TRUE,allianceparty,,,
NIR,DUP,667,Democratic Unionist Party,1.06E+14,democraticunionistparty,Northern Ireland,1971,9999,36,2017,,TRUE,TRUE,TRUE,,duponline,,This is also same as the party listed for UK. ,
NIR,NIC,694,Northern Ireland Conservatives,2.21E+14,niconservatives,Northern Ireland,1989,9999,4.8,1989,,TRUE,TRUE,TRUE,TRUE,NIConservative,,,
NIR,PUP,642,Progressive Unionist Party,5.6E+14,ProgressiveUnionistPartyNi ,Northern Ireland,1979,9999,2.6,1998,,TRUE,TRUE,TRUE,TRUE,officialPUP,,,
NIR,SF,1257,Sinn Fein,406525,sinnfein,Ireland,1970,9999,27.9,2017,,TRUE,TRUE,TRUE,,sinnfeinireland,,This is the same party as row 502 (Partyfacts ID: 963). Partyfacts just has the party listed both for UK and for Northern Ireland.,
NIR,SDLP,266,Social Democratic and Labour Party,1.12E+14,SocialDemocraticLabourParty,Northern Ireland,1970,9999,23.7,1975,,TRUE,TRUE,TRUE,,SDLPlive,,This is the same party as row 503 (PartyFacts ID: 762). Party facts just lists the party both for Northern Ireland and for the UK.,
NIR,UUP,1763,Ulster Unionist Party,107467,ulsterunionistparty,UK,1905,9999,77.2,1959,X,TRUE,TRUE,TRUE,TRUE,uuponline,,This is the same party as row 504 (partyfacts ID: 1366). Partyfacts just has it listed both for UK and for Northern Ireland under different IDs. ,
NOR,Sp/Bp,1072,Centre [Agrarian] Party,1823359,senterpartiet,Norway,1920,9999,16.7,1993,,TRUE,TRUE,TRUE,TRUE,Senterpartiet,,,
NOR,KrF,705,Christian Democratic Party,1823353,kristeligfolkeparti,Norway,1933,9999,13.7,1997,,TRUE,TRUE,TRUE,TRUE,KrFNorge,,,
NOR,H,503,Conservative Party,679737,hoyre,Norway,1884,9999,31.7,1981,,TRUE,TRUE,TRUE,TRUE,Hoyre,,,
NOR,MDG,1963,Green Party,358461,miljopartietdegronne,Norway,1988,9999,2.8,2013,,TRUE,TRUE,TRUE,TRUE,Partiet,,,
NOR,DNA,448,Norwegian Labour Party,875504,Arbeiderpartiet,Norway,1887,9999,48.3,1957,,TRUE,TRUE,TRUE,TRUE,Arbeiderpartiet,,,
NOR,FrP,101,Progress Party,859497,fremskrittspartiet,Norway,1973,9999,22.9,2009,,TRUE,TRUE,TRUE,TRUE,frp_no,,,
NOR,DT,3698,Red Party,1823474,Roedt,Norway,2007,9999,1.4,2009,,TRUE,TRUE,TRUE,TRUE,Raudt,,,
NOR,SV,719,Socialist Left Party,1823378,SVparti,Norway,1975,9999,12.5,2001,,TRUE,TRUE,TRUE,TRUE,SVparti,,,
POL,PO,1117,Civic Platform,392144,PlatformaObywatelska,Poland,2001,9999,41.5,2007,,TRUE,TRUE,TRUE,TRUE,Platforma_org,,,
POL,K,4631,Kukiz'15,869218,KUKIZ15,Poland,2015,9999,8.8,2015,,TRUE,TRUE,TRUE,TRUE,KUKIZ15,,,
POL,UP,1104,Labour Union,6960073,uniapracy.org,Poland,1993,9999,7.3,1993,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
POL,PiS,1565,Law and Justice,390901,pisorgpl,Poland,2001,9999,32.1,2007,,TRUE,TRUE,TRUE,TRUE,pisorgpl,,,
POL,N,4630,Modern,410426,Nowoczesna.oficjalnie,Poland,2015,9999,7.6,2015,,TRUE,TRUE,TRUE,TRUE,Nowoczesna,,,
POL,RN,3224,National Movement,4719050,RuchNarodowy,Poland,2012,9999,1.4,2014,,TRUE,TRUE,TRUE,TRUE,RuchNarodowy,,,
POL,RP / TR,731,Palikot's Movement / Your Movement,874971,TwojRuchpl,Poland,2011,9999,10,2011,,TRUE,TRUE,TRUE,TRUE,TwojRuch_,,,
POL,PSL,602,Polish People's (Peasants') Party,427544,nowePSL,Poland,1991,9999,15.4,1993,,TRUE,TRUE,TRUE,TRUE,nowePSL,,,
POL,Spr,7356,Spring,6378306,wiosnabiedronia,Poland,2019,9999,6.1,2019,,TRUE,TRUE,TRUE,TRUE,wiosnabiedronia,,,
POL,SP,328,United Poland,2840605,solidarnapl,Poland,2012,9999,4,2014,,TRUE,TRUE,TRUE,TRUE,SolidarnaPL,,,
PRT,A,7357,Alliance,7335395,partidoalianca,Portugal,2018,9999,2,2019,,TRUE,TRUE,TRUE,TRUE,Partido_Alianca,,,
PRT,PEV,886,Ecology Party -- Greens,3390251,PartidoEcologistaOsVerdes,Portugal,1982,9999,1.2,2002,,TRUE,TRUE,TRUE,TRUE,OsVerdes,,,
PRT,BE,1310,Left Bloc,3733779,esquerda.net,Portugal,1999,9999,10.1,2009,,TRUE,TRUE,TRUE,TRUE,EsquerdaNet,,,
PRT,L,3225,Livre,8103269,LIVREoficialpt,Portugal,2014,9999,2.4,2014,,TRUE,TRUE,TRUE,TRUE,LIVREpt,,,
PRT,PAN,97,Party for Animals and Nature,869952,PANpartido,Portugal,2009,9999,1.1,2011,,TRUE,TRUE,TRUE,TRUE,Partido_PAN,,,
PRT,PPD/PSD,1359,Popular Democratic Party / Social Democratic Party,381428,ppdpsd,Portugal,1975,9999,51.6,1991,,TRUE,TRUE,TRUE,TRUE,ppdpsd,,,
PRT,PCP,310,Portuguese Communist Party,3390250,pcp.pt,Portugal,1975,9999,15.1,1976,,TRUE,TRUE,TRUE,TRUE,pcp_pt,,,
PRT,PS,655,Socialist Party,3390247,SedeNacionalPartidoSocialista,Portugal,1975,9999,46.4,2005,,TRUE,TRUE,TRUE,TRUE,psocialista,,,
PRT,CDU,284,Unitary Democratic Coalition,7335441,CDUPCPPEV,Portugal,1987,9999,12.4,1987,,TRUE,TRUE,TRUE,TRUE,CDUPCPPEV,,,
ROU,ALDE,5662,Alliance of Liberals and Democrats,2630089,ALDERomania,Romania,2015,9999,5.6,2016,,TRUE,TRUE,TRUE,TRUE,alde_romania,,,
ROU,PNT-CD,1750,Christian-Democratic National Peasants' Party,12045697,PNTCD.National,Romania,1990,9999,2.6,1990,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
ROU,PC/PUR,1443,Conservative Party / Romanian Humanist Party,12065215,PartidulConservator,Romania,1991,2015,5.3,2004,x,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
ROU,UDMR/RMDS,1105,Democratic Union of Hungarians in Romania / Democratic Alliance of Hungarians in Romania,12065180,RMDSZ,Romania,1989,9999,7.5,1992,,TRUE,TRUE,TRUE,TRUE,RMDSZ_UDMR,,,
ROU,PRM,1305,Greater Romania Party,11542122,PRM.la.guvernare,Romania,1991,9999,19.5,2000,,TRUE,TRUE,TRUE,TRUE,RomaniaMare2012,,,
ROU,PNL,481,National Liberal Party,389948,pnl.ro,Romania,1875,9999,31.3,2004,,TRUE,TRUE,TRUE,TRUE,PnlRomania,,,
ROU,PMP,3210,People's Movement Party,6318227,PartidulMiscareaPopulara.RO,Romania,2014,9999,5.3,2016,,TRUE,TRUE,TRUE,TRUE,pmp_ro,,This looks like their official account but it only has one tweet and very few followers,
ROU,PER,1373,Romanian Ecologist Party,12065171,PartidulESR,Romania,1990,9999,1.7,1990,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
ROU,USR,5969,Save Romania Union,1.06E+15,USRNational ,Romania,2015,9999,8.9,2016,,TRUE,TRUE,TRUE,TRUE,usr_romania,,,
SVK,KDH,63,Christian Democratic Movement,697869,krestanskidemokrati,Slovakia,1990,9999,19.2,1990,X,TRUE,TRUE,TRUE,TRUE,KDHsk,,,
SVK,KU,7360,Christian Union,8819049,KrestanskaUniaOfficial,Slovakia,2019,9999,3.9,2019,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that looks like an official party handle.,
SVK,SaS,1386,Freedom and Solidarity,390546,stranasas,Slovakia,2009,9999,12.1,2010,,TRUE,TRUE,TRUE,TRUE,stranasas,,,
SVK,PaS,3208,Law and Justice,1.57E+11,,Poland,2014,9999,1.7,2014,X,TRUE,TRUE,TRUE,TRUE,pisorgpl,,"This seems to be a Polish party, actually.",
SVK,MH,258,Most-Hid,2168423,MostHid,Slovakia,2009,9999,8.1,2010,,TRUE,TRUE,TRUE,TRUE,MostHid2014,,,
SVK,OƒΩaNO,2130,Ordinary People and Independents,2168418,obycajni.ludia.a.nezavisle.osobnosti,Slovakia,2011,9999,8.6,2012,,TRUE,TRUE,TRUE,FALSE,,,Can't find any twitter handle related to the party.,
SVK,SMK-MKP,349,Party of the Hungarian Coalition / Party of the Hungarian Community,6298462,mkp.smk,Slovakia,1998,9999,11.7,2006,X,TRUE,TRUE,TRUE,FALSE,,,Can't find any twitter handle related to the party.,
SVK,LsNS,656,People's Party Our Slovakia,2655728,lsnsbb,Slovakia,2010,9999,1.6,2012,,TRUE,TRUE,TRUE,FALSE,,,Can't find any twitter handle related to the party.,
SVK,PS,7361,Progressive Slovakia,5258549,ProgresivneSlovensko,Slovakia,2017,9999,20.1,2019,,TRUE,TRUE,TRUE,TRUE,progresivne_sk,,,
SVK,SNS,730,Slovak National Party,2166002,stranasns,Slovakia,1990,9999,13.9,1990,,TRUE,TRUE,TRUE,TRUE,stranasns,,"I found this twitter handle: @stranasns but it doesn't seem to be official and has very few followers and posts, so I'm not sure.",
SVK,Spolu,8177,Together ‚Äì Civic Democracy,5258546,stranaspolu,Slovakia,2018,9999,14,2019,,TRUE,TRUE,TRUE,TRUE,StranaSPOLU,,,
SVK,SR,4873,We are family ‚Äì Boris Kollar,2168416,HnutieSmeRodina,Slovakia,2015,9999,6.6,2016,,TRUE,TRUE,TRUE,FALSE,,,Can't find anything that resembles an official twitter account.,
SVN,ZaAB / SAB,3114,Alliance of Alenka Bratusek / Party of Alenka Bratu≈°ek,3249604,StrankaSAB,Slovenia,2014,9999,4.4,2014,,TRUE,TRUE,TRUE,TRUE,StrankaSAB,,,
SVN,DL,98,Civic List,9985645,drzavljanska.lista,Slovenia,2011,9999,8.4,2011,,TRUE,TRUE,TRUE,TRUE,strankaDL,,,
SVN,Pose,7363,Connect,7263686,povezimo.se,Slovenia,2019,9999,1.7,2019,,TRUE,TRUE,TRUE,TRUE,povezimo_se,,,
SVN,DeSUS,467,Democratic Party of Retired People of Slovenia,2994729,StrankaDeSUS,Slovenia,1991,9999,10.2,2014,,TRUE,TRUE,TRUE,TRUE,stranka_DeSUS,,,
SVN,LMS,6132,List of Marjan Sarec,3249583,strankalms,Slovenia,2014,9999,12.6,2018,,TRUE,TRUE,TRUE,TRUE,StrankaLMS,,,
SVN,NSi,1618,New Slovenia -- Christian People's Party,1118010,novaslovenija,Slovenia,2000,9999,4.9,2011,,TRUE,TRUE,TRUE,TRUE,NovaSlovenija,,,
SVN,DOM,7362,Patriotic League,7179648,domovinskaliga,Slovenia,2019,9999,1.7,2019,,TRUE,TRUE,TRUE,TRUE,DomovinskaLiga,,,
SVN,SDS,472,Slovenian Democratic Party,1336607,slovenska.demokratska.stranka,Slovenia,1989,9999,29.3,2008,,TRUE,TRUE,TRUE,TRUE,strankaSDS,,,
SVN,SNS,96,Slovenian National Party,5530278,StrankaSNS,Slovenia,1992,9999,10,1992,,TRUE,TRUE,TRUE,TRUE,SnsStranka,,,
SVN,SLS,764,Slovenian People's Party,2994737,strankaSLS,Slovenia,1990,9999,19.4,1996,,TRUE,TRUE,TRUE,TRUE,strankaSLS,,,
SVN,PSS,3099,Slovenian Pirate Party,3249599,Piratska.Stranka.Slovenije,Slovenia,2012,9999,1.3,2014,,TRUE,TRUE,TRUE,TRUE,piratskastranka,,,
SVN,SD/ZLSD,1403,Social Democrats / United List of Social Democrats,2994739,socialnidemokrati.si,Slovenia,1993,9999,30.4,2008,,TRUE,TRUE,TRUE,TRUE,strankaSD,,,
SVN,S,3220,Solidarity,3300279,solidarnost.si,Slovenia,2013,9999,1.7,2014,,TRUE,TRUE,TRUE,TRUE,Solidarnost_si,,,
SVN,L,6131,The Left,3250119,zdruzenalevica,Slovenia,2018,2018,9.3,2018,,TRUE,TRUE,TRUE,TRUE,strankalevica,,,
SVN,SMS,1401,Youth Party of Slovenia,NA,strankamladih.zelenievrope ,Slovenia,2000,9999,4.3,2000,,TRUE,TRUE,TRUE,TRUE,SMS_ZELENI,,,
SVN,LZJPS,1773,Zoran Jankoviƒá's List ‚Äì Positive Slovenia,2994742,PozitivnaSlovenija,Slovenia,2011,9999,28.5,2011,X,TRUE,TRUE,TRUE,TRUE,PozitivnaSlo,,,
ESP,EHBildu,5668,Basque Country Unite,472569,ehbildu,Spain,2011,9999,0.9,2015,,TRUE,TRUE,TRUE,TRUE,ehbildu,,,
ESP,CC,81,Canary Coalition,303485,coalicion.canaria,Spain,1993,9999,1.1,2000,X,TRUE,TRUE,TRUE,TRUE,coalicion,,Coalition,
ESP,C's,3217,Citizens -- Party of the Citizenry,303479,Cs.Ciudadanos,Spain,2005,9999,13.9,2015,,TRUE,TRUE,TRUE,TRUE,CiudadanosCs,,,
ESP,CEP,5853,Coalition for the Europe of the Peoples,12065158,ceuscoalition,Spain,1987,2014,5.4,2014,,TRUE,TRUE,TRUE,TRUE,CEUScoalition,,,
ESP,AP/PP,441,People's Alliance-Party / People's Party,303480,pp,Spain,1976,9999,45.2,2000,,TRUE,TRUE,TRUE,TRUE,populares,,,
ESP,ERC,848,Republican Left of Catalonia,303493,Esquerra.ERC,Spain,1931,9999,2.6,2004,,TRUE,TRUE,TRUE,TRUE,Esquerra_ERC,,,
ESP,PSC-PSOE,586,Socialists' Party of Catalonia,472651,PSC,Spain,1978,9999,3.8,2011,,TRUE,TRUE,TRUE,TRUE,socialistes_cat,,,
ESP,PSOE,1338,Spanish Socialist Workers Party,303495,psoe,Spain,1879,9999,48.3,1982,,TRUE,TRUE,TRUE,TRUE,PSOE,,,
ESP,JxCat,7421,Together for Catalonia,6862470,JxCatalunya,Spain,2018,9999,1.9,2019,,TRUE,TRUE,TRUE,TRUE,JuntsXCat,,,
ESP,UPyD,55,"Union, Progress and Democracy",303496,Union.Progreso.y.Democracia,Spain,2008,9999,4.8,2011,,TRUE,TRUE,TRUE,TRUE,UPYD,,,
ESP,PODEMOS,3203,We Can,303501,ahorapodemos,Spain,2014,9999,20.7,2015,,TRUE,TRUE,TRUE,TRUE,PODEMOS,,,
SWE,KD,651,Christian Democrats,358444,Kristdemokraterna,Sweden,1964,9999,11.8,1998,,TRUE,TRUE,TRUE,TRUE,kdriks,,,
SWE,B/C,199,Farmers' League / Centre Party,361418,centerpartiet,Sweden,1913,9999,25.1,1973,,TRUE,TRUE,TRUE,TRUE,Centerpartiet,,,
SWE,Fi,1240,Feminist Initiative,136538,feministisktinitiativ,Sweden,2009,9999,3.1,2014,,TRUE,TRUE,TRUE,TRUE,Feministerna,,,
SWE,AV / H / HP / M,690,General Electoral League / The Right / Right Wing Party / Moderate Party,352146,moderaterna,Sweden,1904,9999,30,2010,,TRUE,TRUE,TRUE,TRUE,moderaterna,,,
SWE,MP,456,Greens,129214,miljopartiet,Sweden,1981,9999,7.3,2010,,TRUE,TRUE,TRUE,TRUE,miljopartiet,,,
SWE,V,830,Left Party / Communist Party,129213,vansterpartiet,Sweden,1917,9999,12,1998,,TRUE,TRUE,TRUE,TRUE,vansterpartiet,,,
SWE,Fpl / L,1274,Liberal People's Party / The Liberals,361421,liberalernas,Sweden,1934,9999,40.2,1911,,TRUE,TRUE,TRUE,TRUE,liberalerna,,,
SWE,PP,1485,Pirate Party,1625907,piratpartiet,Sweden,2009,9999,0.6,2010,,TRUE,TRUE,TRUE,TRUE,piratpartiet,,,
SWE,S,487,Social Democrats / Social Democratic Workers' Party of Sweden,129212,socialdemokraterna,Sweden,1889,9999,53.8,1940,,TRUE,TRUE,TRUE,TRUE,socialdemokrat,,,
SWE,SD,409,Sweden Democrats,352025,sverigedemokraterna,Sweden,1988,9999,12.9,2014,,TRUE,TRUE,TRUE,TRUE,sdriks,,,
CHE,Grue,1006,Green Party,472149,gruenech,Switzerland,1979,9999,9.6,2007,,TRUE,TRUE,TRUE,TRUE,GrueneCH,,,
CHE,EVP,1123,Protestant Peoples Party,477247,evppev,Switzerland,1919,9999,2.4,2007,,TRUE,TRUE,TRUE,TRUE,evppev,,,
CHE,SP,29,Social Democratic Party of Switzerland,428485,spschweiz,Switzerland,1919,9999,30.8,1917,,TRUE,TRUE,TRUE,TRUE,spschweiz,,,
CHE,SVP,308,Swiss People's Party,428671,SVPch,Switzerland,1971,9999,28.9,2007,,TRUE,TRUE,TRUE,TRUE,SVPch,,,
CHE,LdT,1661,Ticino League,516764,LegadeiTicinesi,Switzerland,1991,9999,1.4,1991,,TRUE,TRUE,TRUE,TRUE,LEGAdeiTicinesi,,,
GBR,All,1477,Alliance Party of Northern Ireland,10642639740,alliancepartyni,UK,1970,9999,7.7,2011,,TRUE,TRUE,TRUE,TRUE,allianceparty,,,
GBR,Con,1567,Conservatives,136416,conservatives,UK,1834,9999,55,1931,,TRUE,TRUE,TRUE,TRUE,Conservatives,,,
GBR,DUP,335,Democratic Unionist Party,348421,democraticunionistparty,UK,1974,9999,0.9,2005,X,TRUE,TRUE,TRUE,TRUE,duponline,,,
GBR,GP,1794,Green Party of England and Wales,137454,thegreenparty,UK,1990,9999,3.8,2015,,TRUE,TRUE,TRUE,TRUE,TheGreenParty,,,
GBR,Lab,1516,Labour,16965,labourparty,UK,1900,9999,48.8,1951,,TRUE,TRUE,TRUE,TRUE,UKLabour,,,
GBR,LD,1388,Liberal Democrats,41669,libdems,UK,1988,9999,23,2010,,TRUE,TRUE,TRUE,TRUE,LibDems,,,
GBR,Plaid,1002,Plaid Cymru ‚Äì the Party of Wales,426510,PlaidCymruWales,UK,1925,9999,0.7,2001,X,TRUE,TRUE,TRUE,TRUE,Plaid_Cymru,,,
GBR,SNP,986,Scottish National Party,138795,theSNP,UK,1934,9999,4.7,2015,,TRUE,TRUE,TRUE,TRUE,theSNP,,,
GBR,SF,963,Sinn Fein,1.49E+14,sinnfein ,UK,1905,9999,4.6,1918,,TRUE,TRUE,TRUE,TRUE,sinnfeinireland,,,
GBR,SDLP,762,Social Democratic and Labour Party,348422,SocialDemocraticLabourParty,UK,1974,9999,0.6,1997,,TRUE,TRUE,TRUE,TRUE,SDLPlive,,,
GBR,UUP,1366,Ulster Unionist Party,1.08E+11,ulsterunionistparty,UK,1905,9999,0.8,1983,,TRUE,TRUE,TRUE,TRUE,uuponline,,,
GBR,UKIP,601,United Kingdom Independence Party,136425,UKIP,UK,1993,9999,12.7,2015,,TRUE,TRUE,TRUE,TRUE,UKIP,,,
GBR,PO,8360,Workers' Party of Ireland,3.2E+14,workerspartyireland,UK,1970,9999,5,1989,,TRUE,TRUE,TRUE,TRUE,workersparty,,,
BEL,PVDA PTB,1753,Workers' Party of Belgium,350393,ptbbelgique,Belgium,NA,NA,NA,NA,x,TRUE,TRUE,TRUE,TRUE,ptbbelgique,,"I think this is the same party as row 34, but this is the FB page in French and the one listed on 34 is their FB page in Dutch.",