country,name_short,partyfacts_id,name_english_x,page_id,handle,country_left,year_first,year_last,share,share_year,see_comments,data_collected,active_2010_or_after,facebook_handle_found,twitter_handle_TF,twitter_handle,D_comments,J_comments,T_comments,twitter_handle_lower,author_id
NOR,NKP,1079,Communist Party of Norway,158000000000000,norgeskommunistiskeparti,Norway,1923,9999,11.9,1945,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Seems their twitter account @nkpnorge has been deleted.,NA,NA,NA
POL,ROP,1712,Movement for the Reconstruction of Poland,NA,ropimjo,Poland,1995,2012,5.6,1997,X,TRUE,TRUE,TRUE,FALSE,NA,NA,"I'm a little confused by this one because the FB page I found (under the name ROPimJO rather than just ROP) has  posts up until 2019, but what I can find online says that the party ceased operations in 2012... It could be that they kept posting even though the party was dissolved, but it doesn't seem normal based on the other parties I've looked at. The FB page seems legit though. For twitter: Can't find anything that looks like an official party handle.",This is odd but let's keep it. We can always drop the later data from when they have been inactive.,NA,NA
POL,PjN,41,Poland is the Most Important,NA,polskajestnajwazniejsza,Poland,2010,2013,2.2,2011,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
PRT,ID,387,Democratic Intervention,511000000000000,intervencaodemocratica1987,Portugal,1987,9999,0.8,1987,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
PRT,POUS/PST,1106,Workers Party of Socialist Unity,NA,pous4,Portugal,1980,9999,1.4,1980,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
ROU,PP-DD,2474,People's Party ‚Äì Dan Diaconescu,NA,ppdd.official,Romania,2011,9999,14,2012,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
ROU,PRU,5854,United Romania Party,798000000000000,pruoficial,Romania,2016,9999,2.8,2016,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
SVK,99%,629,99 Percent ‚Äì Civic Voice,295000000000000,mysme99percent,Slovakia,2011,9999,1.6,2012,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
SVK,ZZ-DS,1181,"Change from the Bottom, Democratic Union of Slovakia",210000000000000,zmenazdola,Slovakia,2012,9999,1.3,2012,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
SVK,OKS,665,Civic Conservative Party,56934005952,obcianska.konzervativna.strana,Slovakia,2004,9999,2.3,2010,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
SVK,KSS,340,Communist Party of Slovakia,604000000000000,komunistickastranaslovenska,Slovakia,1992,9999,6.3,2002,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
SVK,Za,8394,Forthe People,211e13,zaludisk,Slovakia,2019,9999,5.8,2020,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,"Couldn't find an official party twitter, only the party leader's twitter",NA,NA,NA
SVK,NOVA,6686,New Majority,192000000000000,novavacsina,Slovakia,2012,9999,6.8,2014,NA,TRUE,TRUE,TRUE,?,NA,NA,"I found this twitter handle: @nova_vacsina, but it doesn't seem official and has very few followers.",NA,NA,NA
SVK,SDKU-DS,1617,Slovak Democratic and Christian Union ‚Äì Democratic Party,141000000000000,demokratickastrana,Slovakia,2000,9999,18.4,2006,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything on Twitter.,NA,NA,NA
SVN,LIPA,881,Party Lime Tree,38787747531,strankalipa,Slovenia,2008,9999,1.8,2008,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,FB page hasn't been active since 2012 and I can't find anything on Twitter.,NA,NA,NA
ESP,CiU,139,Convergence and Unity,134000000000,ciu.cat,Spain,1977,2015,5.1,1989,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,"Party dissolved in 2015, FB page is still up but I can't find anything on Twitter.",NA,NA,NA
ESP,UDC,4796,Democratic Union of Catalonia,284000000000000,unio.cat,Spain,1931,2017,1.7,2011,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,"Party dissolved in 2017, FB page is still up but I can't find anything on Twitter.",NA,NA,NA
BGR,M21,3200,Movement 21,NA,D21Bulgaria,Bulgaria,2014,2014,1.2,2014,NA,FALSE,TRUE,TRUE,FALSE,NA,No luck with locating a Twitter handle,NA,NA,NA,NA
BGR,Volya,5863,Will,NA,VolyaZaRazvitie,Bulgaria,2017,9999,4.3,2017,x,FALSE,TRUE,TRUE,FALSE,NA,"They have the icon for Twitter on their offical website but it just redirects back to the main page, nothing came up in searches",NA,NA,NA,NA
HRV,HSU,2062,Croatian Party of Pensioners,NA,hrvatskastrankaumirovljenika,Croatia,1996,9999,4.1,2003,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,HSP-1861,3142,Croatian Party of Right of 1861,NA,IstinskiPravasi,Croatia,1995,9999,1.1,2000,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,HSP-AS,3706,Croatian Party of Rights -- Dr. Ante Starcevic,NA,hspAnteStarcevic,Croatia,2009,9999,0.6,2011,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
CZE,KAN,2142,Club of committed Non-Party Members,NA,KANoficialni,Czech Republic,1990,9999,2.7,1992,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
CZE,LIDEM,1127,LIDEM,NA,stranakonzervativnipravice,Czech Republic,2012,9999,4,2012,x,FALSE,TRUE,TRUE,FALSE,NA,"Ok so this one is kind of a trip.... according to Wiki, LIDEM changed its name to Order of the Nation, which is Rad Naroda(RN) in czech.  Looks like they've since added conservative right party to their name, which is where the FB handle comes from (conservative right party in czech + rad naroda = SKP RN)",NA,NA,NA,NA
CZE,SNK-ED,751,SNK European Democrats,NA,snked,Czech Republic,2004,9999,2.8,2002,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
CZE,S-JB,293,Sovereignty ‚Äì Jana Bobosikova Bloc,NA,ceskasuverenita,Czech Republic,2009,9999,3.7,2010,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
DNK,Siumut,6651,Forward,NA,partiisiumut,Denmark,1971,9999,5.6,1979,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
DNK,SK,7338,Hard Line,NA,StramKurs,Denmark,2017,9999,1.8,2019,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
DNK,LA,212,[New] Liberal Alliance,NA,LiberalAlliance,Denmark,2007,9999,7.4,2015,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
EST,EV,3271,Free Party,NA,eestivabaerakond,Estonia,2014,9999,8.7,2015,x,FALSE,TRUE,TRUE,FALSE,NA,Recently merged with the Estonian biodiversity party to make the Estonian Party For the Future,NA,NA,NA,NA
FRA,PR,14,Radical [Socialist] Party,NA,Parti radical,France,1901,2017,28.5,1906,x,FALSE,TRUE,TRUE,FALSE,NA,"This party and the radical party of the left (row 198) had merger negotiations in 2017 that kind of fell apart - this party got some members of radical party of the left and a name change, while radical party of the left dissolved, and was later resurrected",NA,NA,NA,NA
GRC,E-OAD,7346,"Greece, the Other Way",NA,elladaoallosdromos,Greece,2017,9999,1.2,2019,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
GRC,KEK,2508,Party of Greek Hunters,NA,kommaellinonkinigon,Greece,1990,9999,1.3,2009,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
IRL,ULA,1978,United Left Alliance,NA,UnitedLeftAlliance,Ireland,2010,2013,2.7,2011,x,FALSE,TRUE,TRUE,FALSE,NA,"This is not a political party but a political alliance. According to wiki The United Left Alliance (Irish: Comhaontas Aontaithe an Chlé)[2] was an electoral alliance of left-wing political parties and independent politicians in the Republic of Ireland, formed to contest the 2011 general election. The grouping originally consisted of three existing political parties, the Socialist Party, the People Before Profit Alliance (PBPA), and the Workers and Unemployed Action Group (WUAG),[3] as well as former members of the Labour Party.[4]",NA,NA,NA,NA
ITA,SC,2281,Civic Choice,NA,SceltaCivica,Italy,2013,9999,8.3,2013,x,FALSE,TRUE,TRUE,FALSE,NA,"According to wiki: Following the 2018 Italian general election, the party was disbanded on 24 July 2019.  The only Twitter handles I could find were for local parties, not a 'main' party one",NA,NA,NA,NA
ITA,PRI,394,Italian Republican Party,NA,PartitoRepubblicanoItalianoOFFICIAL,Italy,1895,9999,6.2,1900,NA,FALSE,TRUE,TRUE,FALSE,NA,"The only Twitter handle I could find was for the Rome section, not the offical party page",NA,NA,NA,NA
ITA,IdV,768,List Di Pietro -- Italy of Values,NA,idvitalia,Italy,2001,9999,4.5,2008,NA,FALSE,TRUE,TRUE,FALSE,NA,"The only Twitter handles I could find were for local parties, not a 'main' party one",NA,NA,NA,NA
ITA,IPdL,365,The People of Freedom,NA,IlPopolodellaLiberta2018,Italy,2009,2013,37.2,2008,NA,FALSE,TRUE,TRUE,FALSE,NA,"The only Twitter handles I could find were for local parties, not a 'main' party one",NA,NA,NA,NA
LVA,NsL,3193,For Latvia from the Heart,NA,NoSirdsLatvijaiRiga,Latvia,2014,9999,6.8,2014,x,FALSE,TRUE,TRUE,FALSE,NA,This party disbanded in 2018.,NA,NA,NA,NA
LVA,ZZS,701,Green and Farmers' Union,NA,ZalounZemniekuSavieniba,Latvia,2002,9999,20.1,2010,NA,FALSE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LVA,LKS/RSL,5657,Latvian Russian Union,NA,rusojuz,Latvia,2007,9999,1.6,2014,x,FALSE,TRUE,TRUE,FALSE,NA,"According to Wiki, For Human Rights in United Latvia (Row 337) changed its name to the Latvian russion Union  in 2014",NA,NA,NA,NA
LVA,TP,1755,People's Party,NA,Tautaspartija,Latvia,1998,2011,21.2,1998,x,FALSE,TRUE,TRUE,FALSE,NA,This party disbanded in 2011,NA,NA,NA,NA
HRV,NA,-99999999,NA,11959496,narodnakoalicija,Croatia,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,FALSE,NA,NA,"Centre-left coalition https://en.wikipedia.org/wiki/Restart_Coalition. Similar as above -- not sure if we want to use this, as it's not on PartyFacts.",NA,NA,NA
DEU,NA,-99999999,NA,8375449,FamilienParteiDeutschlands,Germany,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,FALSE,NA,NA,"This is just a minor political party with elected officials in some areas, but seems legitimate and got almost .7% of the vote in the 2019 EU elections but have hardly received any votes in recent federal elections https://en.wikipedia.org/wiki/Family_Party_of_Germany",NA,NA,NA
GRC,NA,-99999999,NA,12065207,eek.trotskistes,Greece,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,FALSE,NA,NA,Another small but legitimate party https://en.wikipedia.org/wiki/Workers_Revolutionary_Party_(Greece),NA,NA,NA
HUN,NA,-99999999,NA,12065176,AHazaPartja,Hungary,NA,NA,NA,NA,x,FALSE,TRUE,TRUE,FALSE,NA,NA,Another small but legitimate party https://en.wikipedia.org/wiki/Motherland_Party_(Hungary),NA,NA,NA
EST,TEE,429,Future’s Estonia Party,6329051,iseseisvuspartei,Estonia,NA,NA,NA,NA,x,TRUE,TRUE,TRUE,FALSE,NA,NA,"PartyFacts has the party's old name listed as its current one, but I believe these are the same https://en.wikipedia.org/wiki/Estonian_Independence_Party",NA,NA,NA
AUT,FPO,463,Freedom Party of Austria,1182478,fpoe,Austria,1949,9999,26.9,1999,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,"Their offical website links to @Schwarzer_Faden which doesn't seem to be an offical party twitter handle. Found this one @FPOE_TV thru searches, links to their YouTube page but does not appear to be 'official'",NA,NA,NA
BGR,Attack,4798,Attack,1640892,ataka.pobeda,Bulgaria,2005,9999,4.5,2014,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
BGR,BNG,2058,Bulgaria for Citizens Movement,12065202,GrajdaniNI,Bulgaria,2012,9999,3.3,2013,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
BGR,BBZ,3188,Bulgaria without Censorship,12065168,bulgariabezcenzurabs,Bulgaria,2014,9999,5.7,2014,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
BGR,DSB,1195,Democrats for a Strong Bulgaria,7052408,dsb.bg,Bulgaria,2004,9999,6.4,2005,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
BGR,IMRO,2056,IMRO -- Bulgarian National Movement,5558494,www.vmro.bg,Bulgaria,1989,9999,1.9,2013,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
BGR,DPS,982,Movement for Rights and Freedoms,12065201,dps15.plewen,Bulgaria,1990,9999,14.8,2014,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
BGR,NFSB,2057,National Front for the Salvation of Bulgaria,5558410,dsb.bg,Bulgaria,2011,9999,7.3,2014,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
BGR,NDSV,374,National Movement (Simeon II) for Stability and Progress,535093,ppndsv,Bulgaria,2001,9999,42.7,2001,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
BGR,OP,6115,United Patriots,5563424,obedinenipatrioti,Bulgaria,2016,9999,9.1,2017,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,Most,4865,Bridge of Independent Lists,6108286,MostNezavisnihLista,Croatia,2015,9999,12.8,2015,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,HSP,253,Croatian Party of Rights,11542226,hrvatska.stranka.prava.hr,Croatia,1990,9999,6.5,2003,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,HNS,799,Croatian People's Party ‚Äì Liberal Democrats,449330,hns.hr,Croatia,1990,9999,8.3,2003,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,ZiZi,4867,Human Shield,848784,zivizidd,Croatia,2011,9999,4,2015,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,NHR,7422,Independents for Croatia,6108288,NHRvatsku,Croatia,2017,9999,4.4,2019,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,P,7336,Intelligently,11908257,pametno.org,Croatia,2015,9999,1.4,2019,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HRV,MB,5452,Milan Bandic 365 -- The Party of Labour and Solidarity,8375460,strankaradaisolidarnosti,Croatia,2015,9999,3.8,2016,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
CZE,ANO,2141,Action of Dissatisfied Citizens,395251,anobudelip,Czech Republic,2011,9999,18.6,2013,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
CZE,KSCM,1728,Communist Party of Bohemia and Moravia,2181001,komunistickastranacechamoravy,Czech Republic,1990,9999,18.5,2002,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
CZE,UPD,2049,Dawn of Direct Democracy,12065184,HnutiUsvit,Czech Republic,2011,9999,6.9,2013,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
CZE,SPD,6125,Freedom and Direct Democracy,5558250,hnutispd,Czech Republic,2015,9999,10.6,2017,NA,TRUE,TRUE,TRUE,FALSE,NA,"FB, Insta, and YouTube on offical website are for Tomie Okamura, party leader, not official pages",NA,NA,NA,NA
CZE,SPOZ / SPO,1272,Party of Civic Rights ‚Äì Zeman's people / Party of Civic Rights,9966391,stranaprav,Czech Republic,2009,9999,4.3,2010,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
DNK,NB,7339,The New Right,2596952,nyeborgerlige,Denmark,2015,9999,2.4,2019,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
EST,E200,7340,Estonia 200,4497308,Eesti200erakond,Estonia,2018,9999,4.4,2019,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
EST,ELE,7341,Richness of Life,4497329,elurikkuseerakond,Estonia,2018,9999,1.2,2019,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
DEU,SPD,383,Social Democratic Party of Germany,339048,SPD,Germany,1875,9999,45.8,1972,x,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
DEU,Rep,720,The Republicans,12045799,Republikaner.SBK,Germany,1983,9999,2.1,1990,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
GRC,LAOS,965,Popular Orthodox Rally,11959524,organotikoLaos,Greece,2004,9999,5.6,2009,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
GRC,LE,4512,Popular Unity,11959523,LaikiEnotitaOfficial,Greece,2015,9999,2.9,2015,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
HUN,√ñ,8265,Unity,8346372,osszefogas.spolupatricnost,Hungary,2014,2014,25.6,2014,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
ITA,NCD,2052,New Centre-Right,12065163,emanuele.esposito.3939503,Italy,2013,2017,4.4,2014,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LVA,SDPS,5976,"Social Democratic Party ""Harmony""",2831345,sdpsLV,Latvia,2009,9999,23,2014,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,LLRA,556,Election Action of Lithuania's Poles,12065174,trakulenkai,Lithuania,1992,9999,5.8,2012,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,LCP,5455,Lithuanian Centre Party,8309858,centristai,Lithuania,2003,9999,6.3,2016,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,LV≈ΩS / LVLS,1490,Lithuanian Farmers and Greens Union / Lithuanian Peasant Popular Union,7530926,gandrai,Lithuania,2001,9999,22.5,2016,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,LZP,1407,Lithuanian Green Party,7050021,Lietuvoszaliujupartija,Lithuania,2011,9999,2,2016,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,LTS,377,Lithuanian National Union,108000000000000,tautininkai,Lithuania,1924,9999,2,1992,NA,TRUE,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA
LTU,LSDP,64,Lithuanian Social Democratic Party,7530821,socdemai,Lithuania,1896,9999,20.6,2004,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
LTU,TT-LDP,237,Order and Justice ‚Äì Liberal Democratic Party,6314407,tvarka.lt,Lithuania,2002,9999,12.7,2008,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,NA,NA,NA,NA
POL,UP,1104,Labour Union,6960073,uniapracy.org,Poland,1993,9999,7.3,1993,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
ROU,PNT-CD,1750,Christian-Democratic National Peasants' Party,12045697,PNTCD.National,Romania,1990,9999,2.6,1990,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
ROU,PC/PUR,1443,Conservative Party / Romanian Humanist Party,12065215,PartidulConservator,Romania,1991,2015,5.3,2004,x,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
ROU,PER,1373,Romanian Ecologist Party,12065171,PartidulESR,Romania,1990,9999,1.7,1990,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
SVK,KU,7360,Christian Union,8819049,KrestanskaUniaOfficial,Slovakia,2019,9999,3.9,2019,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that looks like an official party handle.,NA,NA,NA
SVK,OƒΩaNO,2130,Ordinary People and Independents,2168418,obycajni.ludia.a.nezavisle.osobnosti,Slovakia,2011,9999,8.6,2012,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find any twitter handle related to the party.,NA,NA,NA
SVK,SMK-MKP,349,Party of the Hungarian Coalition / Party of the Hungarian Community,6298462,mkp.smk,Slovakia,1998,9999,11.7,2006,X,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find any twitter handle related to the party.,NA,NA,NA
SVK,LsNS,656,People's Party Our Slovakia,2655728,lsnsbb,Slovakia,2010,9999,1.6,2012,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find any twitter handle related to the party.,NA,NA,NA
SVK,SR,4873,We are family ‚Äì Boris Kollar,2168416,HnutieSmeRodina,Slovakia,2015,9999,6.6,2016,NA,TRUE,TRUE,TRUE,FALSE,NA,NA,Can't find anything that resembles an official twitter account.,NA,NA,NA
